,0,1,2,3,4,5,6
3777,Kepler-988 b,809,4.94 Earths,15.213,2016,17.8 days,0.0
3778,Kepler-989 b,1579,5.52 Earths,14.408,2016,8 days,0.0
3779,Kepler-98 b,1154,3.55 Earths,12.869,2014,1.5 days,0.0
3780,Kepler-990 b,3043,7.27 Earths,14.495,2016,9.9 days,0.0
3781,Kepler-990 c,3043,2.96 Earths,14.495,2016,0.5 days,0.0
3782,Kepler-991 b,1207,6.99 Earths,15.148,2016,82.5 days,0.0
3783,Kepler-992 b,874,3.26 Earths,13.39,2016,20.2 days,0.0
3784,Kepler-993 b,972,9.11 Earths,15.924,2016,22.1 days,0.0
3785,Kepler-994 b,555,3.19 Earths,14.465,2016,1.2 days,0.0
3786,Kepler-995 b,2150,7.75 Earths,14.881,2016,28.3 days,0.0
3787,Kepler-996 b,3582,4.58 Earths,14.639,2016,3.8 days,0.0
3788,Kepler-997 b,1533,2.42 Earths,11.848,2016,2.7 days,0.0
3789,Kepler-998 b,3249,5.99 Earths,14.341,2016,5.7 days,0.0
3790,Kepler-999 b,1853,6.08 Earths,12.234,2016,6 days,0.0
3791,Kepler-99 b,684,6.15 Earths,12.962,2014,4.6 days,0.0
3792,Kepler-9 b,2003,0.13655 Jupiters,13.781,2010,19.2 days,0.06
3793,Kepler-9 c,2003,29.9 Earths,13.781,2010,39 days,0.07
3794,Kepler-9 d,2003,3.33 Earths,13.781,2010,1.6 days,0.0
3795,KIC 10001893 b,5736,Unknown,15.711,2014,0.2 days,0.0
3796,KIC 10001893 c,5736,Unknown,15.711,2014,0.3 days,0.0
3797,KIC 10001893 d,5736,Unknown,15.711,2014,0.8 days,0.0
3798,KIC 10525077 b,4976,25.9 Earths,15.304,2015,2.3 years,0.0
3799,KIC 3558849 b,4106,38.1 Earths,14.167,2015,3.6 years,0.0
3800,KIC 5095269 b,4014,7.693 Jupiters,13.439,2017,237.7 days,0.06
3801,KIC 5437945 b,4314,33.6 Earths,13.751,2015,440.8 days,0.0
3802,KIC 5951458 b,2475,35.4 Earths,12.688,2015,3.6 years,0.0
3803,KIC 7917485 b,4695,11.8 Jupiters,13.2,2016,2.3 years,0.15
3804,KIC 8540376 b,3609,15.8 Earths,14.217,2015,31.8 days,0.0
3805,KIC 8540376 c,3609,6.35 Earths,14.217,2015,75.2 days,0.0
3806,KIC 9663113 b,5450,19.2 Earths,13.907,2015,1.6 years,0.0
3807,KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018,4.7 years,0.0
3808,KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019,243.5 days,0.0
3809,KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018,17.2 years,0.0
3810,KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018,5.6 years,0.0
3811,KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019,9.4 years,0.0
3812,KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018,2.9 years,0.0
3813,KMT-2017-BLG-0165L b,14777,34 Earths,,2018,7.4 years,0.0
3814,KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019,4 years,0.0
3815,KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019,3.5 years,0.0
3816,KMT-2018-BLG-0029L b,11026,7.59 Earths,,2020,8.3 years,0.0
3817,KMT-2018-BLG-1292L b,11287,4.42 Jupiters,,2020,14.2 years,0.0
3818,KMT-2018-BLG-1990L b,3154,0.348 Jupiters,,2019,2.2 years,0.0
3819,KMT-2019-BLG-1339L b,19963,1.25 Jupiters,,2020,4.6 years,0.0
3820,KMT-2019-BLG-1953L b,22964,0.64 Jupiters,,2020,365 days,0.0
3821,KOI-1257 b,2936,1.45 Jupiters,14.867,2014,86.6 days,0.77
3822,KOI-12 b,1318,1.1 Jupiters,11.253,2015,17.9 days,0.34
3823,KOI-13 b,1354,9.28 Jupiters,9.958,2011,1.8 days,0.0
3824,KOI-142 b,1106,9.5 Earths,13.11,2013,10.9 days,0.06
3825,KOI-142 c,1106,0.674 Jupiters,13.11,2013,22.3 days,0.06
3826,KOI-1599.01,3813,4.6 Earths,14.854,2019,20.4 days,0.01
3827,KOI-1599.02,3813,9 Earths,14.854,2019,13.6 days,0.01
3828,KOI-1783.01,2896,0.22339 Jupiters,13.906,2020,134.5 days,0.0
3829,KOI-1783.02,2896,15 Earths,13.906,2020,284.2 days,0.0
3830,KOI-217 b,2610,Unknown,15.101,2010,3.9 days,0.0
3831,KOI-3680 b,3088,1.93 Jupiters,14.77,2018,141.2 days,0.5
3832,KOI-55 b,3849,0.44 Earths,14.87,2011,0.2 days,0.0
3833,KOI-55 c,3849,0.655 Earths,14.87,2011,0.3 days,0.0
3834,KOI-94 b,1578,10.5 Earths,12.188,2013,3.7 days,0.25
3835,KOI-94 c,1578,15.6 Earths,12.188,2013,10.4 days,0.43
3836,KOI-94 d,1578,0.334 Jupiters,12.188,2013,22.3 days,0.02
3837,KOI-94 e,1578,35 Earths,12.188,2013,54.3 days,0.02
3838,KPS-1 b,863,1.09 Jupiters,13.033,2018,1.7 days,0.0
3839,L 168-9 b,82,4.6 Earths,11.014,2020,1.4 days,< 0.21
3840,L 98-59 b,35,1.01 Earths,11.685,2019,2.3 days,< 0.12
3841,L 98-59 c,35,2.42 Earths,11.685,2019,3.7 days,< 0.07
3842,L 98-59 d,35,2.31 Earths,11.685,2019,7.5 days,< 0.09
3843,LHS 1140 b,49,6.98 Earths,14.18,2017,24.7 days,< 0.06
3844,LHS 1140 c,49,1.81 Earths,14.18,2018,3.8 days,< 0.31
3845,LHS 1815 b,97,8.7 Earths,12.15,2020,3.8 days,0.0
3846,LHS 3844 b,49,2.25 Earths,15.26,2019,0.5 days,0.0
3847,LkCa 15 b,518,Unknown,12.025,2015,Infinity years,0.0
3848,LkCa 15 c,518,Unknown,12.025,2015,Infinity years,0.0
3849,LP 791-18 b,86,1.46 Earths,16.9,2019,0.9 days,0.0
3850,LP 791-18 c,86,5.95 Earths,16.9,2019,5 days,0.0
3851,LSPM J2116+0234 b,58,13.3 Earths,10.86,2019,14.4 days,0.18
3852,LTT 1445 A b,22,2.2 Earths,11.22,2019,5.4 days,0.19
3853,LTT 3780 b,72,2.62 Earths,13.07,2020,0.8 days,0.0
3854,LTT 3780 c,72,8.6 Earths,13.07,2020,12.3 days,0.06
3855,LTT 9779 b,263,29.32 Earths,9.758,2020,0.8 days,0.0
3856,Lupus-TR-3 b,6524,0.81 Jupiters,18.765,2007,3.9 days,0.0
3857,MASCARA-1 b,616,3.7 Jupiters,8.273,2017,2.1 days,0.0
3858,MASCARA-4 b,560,3.1 Jupiters,8.19,2020,2.8 days,0.0
3859,MOA-2007-BLG-192L b,3262,3.3 Earths,,2008,2 years,0.0
3860,MOA-2007-BLG-400L b,18920,0.83 Jupiters,,2008,407.4 days,0.0
3861,MOA-2008-BLG-310L b,25117,23.4 Earths,,2009,4.5 years,0.0
3862,MOA-2008-BLG-379L b,10765,4.1 Jupiters,,2013,5.9 years,0.0
3863,MOA-2009-BLG-266L b,9916,10.4 Earths,,2011,7.6 years,0.0
3864,MOA-2009-BLG-319L b,19898,0.16 Jupiters,,2010,6 years,0.0
3865,MOA-2009-BLG-387L b,18561,2.6 Jupiters,,2010,5.4 years,0.0
3866,MOA-2010-BLG-073L b,9134,11 Jupiters,,2012,3.3 years,0.0
3867,MOA-2010-BLG-117L b,11417,0.54 Jupiters,,2018,6.5 years,0.0
3868,MOA-2010-BLG-328L b,2642,9.2 Earths,,2013,2.7 years,0.0
3869,MOA-2010-BLG-353L b,20975,0.27 Jupiters,,2015,5.3 years,0.0
3870,MOA-2010-BLG-477L b,7503,1.5 Jupiters,,2012,3.5 years,0.0
3871,MOA-2011-BLG-028L b,24074,30 Earths,,2016,9.7 years,0.0
3872,MOA-2011-BLG-262L b,22834,17 Earths,,2014,2.7 years,0.0
3873,MOA-2011-BLG-291L b,14353,18 Earths,,2018,1.5 years,0.0
3874,MOA-2011-BLG-293L b,25183,4.8 Jupiters,,2012,1.5 years,0.0
3875,MOA-2011-BLG-322L b,24661,11.6 Jupiters,,2013,14.3 years,0.0
3876,MOA-2012-BLG-006L b,17289,8.4 Jupiters,,2017,46.6 years,0.0
3877,MOA-2012-BLG-505L b,23519,6.7 Earths,,2017,2.7 years,0.0
3878,MOA-2013-BLG-605L b,,3.2 Earths,,2016,5.3 years,0.0
3879,MOA-2015-BLG-337L b,23160,33.7 Earths,,2018,429.4 days,0.0
3880,MOA-2016-BLG-227L b,21203,2.8 Jupiters,,2017,4 years,0.0
3881,MOA-2016-BLG-319L b,22182,0.62 Jupiters,,2018,2.4 years,0.0
3882,MOA-bin-1L b,16636,3.7 Jupiters,,2012,27.6 years,0.0
3883,MOA-bin-29 b,23225,0.6 Jupiters,,2019,1.9 years,0.0
3884,Mu Leonis b,106,2.4 Jupiters,3.88,2014,357.8 days,0.09
3885,MXB 1658-298 b,,23.7 Jupiters,,2017,2.1 years,0.0
3886,NGC 2682 Sand 364 b,2730,6.69 Jupiters,9.8,2014,121.7 days,0.35
3887,NGC 2682 Sand 978 b,2747,2.18 Jupiters,9.71,2017,1.4 years,0.16
3888,NGC 2682 YBP 1194 b,2922,0.32 Jupiters,14.6,2014,7 days,0.3
3889,NGC 2682 YBP 1514 b,3064,0.4 Jupiters,14.77,2014,5.1 days,0.28
3890,NGC 2682 YBP 401 b,2777,0.46 Jupiters,13.7,2016,4.1 days,0.15
3891,NGTS-10 b,1059,2.162 Jupiters,14.34,2020,0.8 days,0.0
3892,NGTS-11 b,625,0.344 Jupiters,12.456,2020,35.5 days,0.13
3893,NGTS-1 b,731,0.812 Jupiters,15.524,2017,2.6 days,0.02
3894,NGTS-2 b,1175,0.74 Jupiters,10.961,2018,4.5 days,0.0
3895,NGTS-3 A b,3295,2.38 Jupiters,14.642,2018,1.7 days,0.0
3896,NGTS-4 b,922,20.6 Earths,12.909,2019,1.3 days,0.0
3897,NGTS-5 b,1010,0.229 Jupiters,13.526,2019,3.4 days,0.0
3898,NGTS-6 b,1015,1.339 Jupiters,14.087,2019,0.9 days,0.0
3899,NGTS-8 b,1417,0.93 Jupiters,13.68,2019,2.5 days,0.01
3900,NGTS-9 b,2022,2.9 Jupiters,12.8,2019,4.4 days,0.06
3901,NN Serpentis c,1631,7.33 Jupiters,16.59,2010,15.3 years,0.08
3902,NN Serpentis d,1631,2.3 Jupiters,16.59,2010,7.9 years,0.19
3903,NSVS 14256825 b,2735,14.15 Jupiters,13.245,2019,8.8 years,0.12
3904,Nu Ophiuchi b,151,22.206 Jupiters,3.34,2012,1.5 years,0.12
3905,Nu Ophiuchi c,151,24.662 Jupiters,3.34,2012,8.7 years,0.18
3906,NY Virginis b,1801,2.3 Jupiters,13.394,2011,8.7 years,0.15
3907,NY Virginis c,1801,5.54 Jupiters,13.394,2019,24.1 years,0.15
3908,OGLE-2003-BLG-235L b,18920,2.6 Jupiters,,2004,11.2 years,0.0
3909,OGLE-2005-BLG-071L b,10438,3.8 Jupiters,,2005,10.1 years,0.0
3910,OGLE-2005-BLG-169L b,13374,14.1 Earths,,2006,7.9 years,0.0
3911,OGLE-2005-BLG-390L b,21529,5.5 Earths,,2005,9 years,0.0
3912,OGLE-2006-BLG-109L b,4926,0.73 Jupiters,,2008,4.9 years,0.0
3913,OGLE-2006-BLG-109L c,4926,0.27 Jupiters,,2008,13.5 years,0.15
3914,OGLE-2007-BLG-349L AB c,9003,0.25171 Jupiters,,2016,7 years,0.0
3915,OGLE-2007-BLG-368L b,19246,20 Earths,17.71,2009,7.5 years,0.0
3916,OGLE-2008-BLG-092L b,26422,0.18 Jupiters,,2014,90.7 years,0.0
3917,OGLE-2008-BLG-355L b,22182,4.6 Jupiters,,2014,3.6 years,0.0
3918,OGLE-2011-BLG-0173L b,19898,0.19 Jupiters,,2018,35.4 years,0.0
3919,OGLE-2011-BLG-0251L b,8383,0.53 Jupiters,,2012,8.8 years,0.0
3920,OGLE-2011-BLG-0265L b,14288,0.88 Jupiters,,2015,5.7 years,0.0
3921,OGLE-2012-BLG-0026L b,13110,0.145 Jupiters,,2012,7.8 years,0.0
3922,OGLE-2012-BLG-0026L c,13110,0.86 Jupiters,,2012,10.2 years,0.0
3923,OGLE-2012-BLG-0358L b,5741,1.85 Jupiters,,2013,5.7 years,0.0
3924,OGLE-2012-BLG-0406L b,16212,2.73 Jupiters,,2013,9.7 years,0.0
3925,OGLE-2012-BLG-0563L b,4241,0.39 Jupiters,,2015,1.5 years,0.0
3926,OGLE-2012-BLG-0724L b,21855,0.47 Jupiters,,2016,3.8 years,0.0
3927,OGLE-2012-BLG-0838L b,20616,0.167 Jupiters,,2020,14.8 years,0.0
3928,OGLE-2012-BLG-0950L b,9786,35 Earths,,2016,5.9 years,0.0
3929,OGLE-2013-BLG-0102L b,9916,12.569 Jupiters,,2014,2.3 years,0.0
3930,OGLE-2013-BLG-0132L b,12722,0.29 Jupiters,,2017,9.3 years,0.0
3931,OGLE-2013-BLG-0341L B b,3787,1.66 Earths,,2014,1.5 years,0.0
3932,OGLE-2013-BLG-0911L b,10504,9.51 Jupiters,,2019,165.2 days,0.0
3933,OGLE-2013-BLG-1721L b,20551,0.64 Jupiters,,2017,6.2 years,0.0
3934,OGLE-2013-BLG-1761L b,22508,2.7 Jupiters,,2018,4.2 years,0.0
3935,OGLE-2014-BLG-0124L b,13374,0.51 Jupiters,,2015,6.5 years,0.0
3936,OGLE-2014-BLG-0676L b,7242,3.09 Jupiters,,2016,11.7 years,0.0
3937,OGLE-2014-BLG-1722L b,20877,0.17399 Jupiters,,2018,4.1 years,0.0
3938,OGLE-2014-BLG-1722L c,20877,0.26335 Jupiters,,2018,6.3 years,0.0
3939,OGLE-2014-BLG-1760L b,22377,0.56 Jupiters,,2016,3.2 years,0.0
3940,OGLE-2015-BLG-0051L b,26748,0.72 Jupiters,,2016,2 years,0.0
3941,OGLE-2015-BLG-0954L b,1957,3.4 Jupiters,,2016,3.7 years,0.0
3942,OGLE-2015-BLG-0966L b,8155,21 Earths,,2016,4.9 years,0.0
3943,OGLE-2015-BLG-1649L b,13798,2.54 Jupiters,,2019,5.1 years,0.0
3944,OGLE-2015-BLG-1670L b,21855,17.9 Earths,,2019,5.7 years,0.0
3945,OGLE-2015-BLG-1771L b,23062,0.433 Jupiters,,2020,2.8 years,0.0
3946,OGLE-2016-BLG-0263L b,21203,4.1 Jupiters,,2017,34.8 years,0.0
3947,OGLE-2016-BLG-0613L AB b,11123,4.18 Jupiters,,2017,19.1 years,0.0
3948,OGLE-2016-BLG-1067L b,12167,0.43 Jupiters,,2019,4 years,0.0
3949,OGLE-2016-BLG-1190L b,22084,13.38 Jupiters,,2017,3.4 years,0.0
3950,OGLE-2016-BLG-1195L b,12754,1.43 Earths,,2017,4.4 years,0.0
3951,OGLE-2016-BLG-1227L b,,0.79 Jupiters,,2020,19.8 years,0.0
3952,OGLE-2017-BLG-0173L b,15348,3.269 Earths,,2018,12.2 years,0.0
3953,OGLE-2017-BLG-0373L b,19295,0.401 Jupiters,,2018,7.6 years,0.0
3954,OGLE-2017-BLG-0406L b,16962,0.41 Jupiters,,2020,8.8 years,0.0
3955,OGLE-2017-BLG-0482L b,18920,9 Earths,,2018,5.4 years,0.0
3956,OGLE-2017-BLG-1140L b,,1.59 Jupiters,,2018,2.2 years,0.0
3957,OGLE-2017-BLG-1434L b,2805,4.44962 Earths,,2018,2.7 years,0.0
3958,OGLE-2017-BLG-1522L b,,0.75 Jupiters,,2018,2.3 years,0.0
3959,OGLE-2018-BLG-0596L b,18430,13.93 Earths,,2019,2 years,0.0
3960,OGLE-2018-BLG-0677L b,24726,3.96 Earths,,2020,1.4 years,0.0
3961,OGLE-2018-BLG-0740L b,10438,4.8 Jupiters,,2019,15 years,0.0
3962,OGLE-2018-BLG-1011L b,23160,1.8 Jupiters,,2019,5.7 years,0.0
3963,OGLE-2018-BLG-1011L c,23160,2.8 Jupiters,,2019,1.7 years,0.0
3964,OGLE-2018-BLG-1700L b,24791,4.4 Jupiters,,2020,7.2 years,0.0
3965,OGLE2-TR-L9 b,5560,4.5 Jupiters,14.564,2008,2.5 days,0.0
3966,OGLE-TR-10 b,4522,0.62 Jupiters,14.93,2004,3.1 days,< 0.82
3967,OGLE-TR-111 b,3578,0.55 Jupiters,15.55,2004,4 days,< 0.54
3968,OGLE-TR-113 b,1957,1.26 Jupiters,14.42,2004,1.4 days,< 0.15
3969,OGLE-TR-132 b,8155,1.18 Jupiters,15.72,2004,1.7 days,< 0.6
3970,OGLE-TR-182 b,8708,1.01 Jupiters,16.678,2007,4 days,0.0
3971,OGLE-TR-211 b,5136,1.03 Jupiters,15.07,2007,3.7 days,0.0
3972,OGLE-TR-56 b,923,1.39 Jupiters,15.3,2002,1.2 days,< 0.67
3973,Omega Serpentis b,251,1.7 Jupiters,5.23,2013,277 days,0.11
3974,Omicron Coronae Borealis b,277,1.5 Jupiters,5.51,2012,187.8 days,0.19
3975,Omicron Ursae Majoris b,197,4.1 Jupiters,3.36,2012,4.5 years,0.13
3976,Ophiuchi 11 b,408,14 Jupiters,18.912,2006,20000 years,0.0
3977,PDS 70 b,370,3 Jupiters,12.233,2018,119.2 years,0.19
3978,PDS 70 c,370,2 Jupiters,12.233,2019,227.5 years,0.11
3979,PH1 b,3262,0.531 Jupiters,13.699,2012,138.3 days,0.07
3980,PH2 b,1133,80 Jupiters,12.581,2013,282.5 days,0.41
3981,Pi Mensae c,60,4.82 Earths,5.67,2018,6.3 days,0.0
3982,POTS-1 b,3914,2.31 Jupiters,17.94,2013,3.2 days,0.0
3983,Pr0201 b,592,0.54 Jupiters,10.52,2012,4.4 days,0.0
3984,Pr0211 b,599,1.88 Jupiters,12.06,2012,2.1 days,0.01
3985,Pr0211 c,599,7.79 Jupiters,12.06,2016,13.3 years,0.71
3986,Proxima Centauri b,4,1.27 Earths,11.11,2016,11.2 days,< 0.35
3987,Psi 1 Draconis B b,72,1.53 Jupiters,5.699,2015,8.5 years,0.4
3988,PSR B0329+54 b,1647,1.97 Earths,20.186,2017,27.8 years,0.24
3989,PSR B1257+12 b,1957,0.02 Earths,,1994,25.3 days,0.0
3990,PSR B1257+12 c,1957,4.3 Earths,,1992,66.5 days,0.02
3991,PSR B1257+12 d,1957,3.9 Earths,,1992,98.2 days,0.03
3992,PSR B1620-26 b,,2.5 Jupiters,,2003,95 years,0.0
3993,PSR J1719-1438 b,3914,1.2 Jupiters,,2011,0.1 days,< 0.06
3994,PSR J2322-2650 b,750,0.7949 Jupiters,,2017,0.3 days,< 0.0017
3995,Qatar-10 b,1758,0.736 Jupiters,12.879,2019,1.6 days,0.0
3996,Qatar-1 b,609,1.294 Jupiters,12.843,2010,1.4 days,0.0
3997,Qatar-2 b,595,2.494 Jupiters,13.3,2011,1.3 days,0.0
3998,Qatar-3 b,2450,4.31 Jupiters,12.88,2017,2.5 days,0.0
3999,Qatar-4 b,1084,6.1 Jupiters,13.6,2017,1.8 days,0.0
4000,Qatar-5 b,1211,4.32 Jupiters,12.82,2017,2.9 days,0.0
4001,Qatar-6 b,330,0.668 Jupiters,11.438,2017,3.5 days,0.0
4002,Qatar-7 b,2365,1.88 Jupiters,13.03,2019,2 days,0.0
4003,Qatar-8 b,903,0.371 Jupiters,11.526,2019,3.7 days,0.0
4004,Qatar-9 b,690,1.19 Jupiters,14.133,2019,1.5 days,0.0
4005,Rho Coronae Borealis b,57,1.0449 Jupiters,5.41,1997,39.8 days,0.04
4006,Rho Coronae Borealis c,57,25 Earths,5.41,2016,102.5 days,0.05
4007,Ross 128 b,11,1.4 Earths,11.15,2017,9.9 days,0.12
4008,Ross 458 c,38,6 Jupiters,9.72,2010,52148.2 years,0.0
4009,ROXs 12 b,448,16 Jupiters,14.294,2013,3264.5 years,< 0.83
4010,ROXs 42 B b,440,9 Jupiters,13.116,2013,1968.3 years,< 0.58
4011,RR Caeli b,69,4.2 Jupiters,13.658,2012,11.9 years,0.0
4012,SR 12 AB c,366,13 Jupiters,13.265,2010,365 days,0.0
4013,SWEEPS-11 b,27727,9.7 Jupiters,19.83,2006,1.8 days,0.0
4014,SWEEPS-4 b,27727,3.8 Jupiters,18.8,2006,4.2 days,0.0
4015,TAP 26 b,480,1.66 Jupiters,11.81,2017,10.8 days,0.0
4016,Tau Bootis b,51,5.95 Jupiters,4.5,1996,3.3 days,0.01
4017,Tau Ceti e,12,3.93 Earths,3.5,2017,162.9 days,0.18
4018,Tau Ceti f,12,3.93 Earths,3.5,2017,1.7 years,0.16
4019,Tau Ceti g,12,1.75 Earths,3.5,2017,20 days,0.06
4020,Tau Ceti h,12,1.83 Earths,3.5,2017,49.4 days,0.23
4021,Tau Geminorum b,367,20.6 Jupiters,4.42,2013,305.5 days,0.03
4022,TCP J05074264+2447555 b,1240,9.2 Earths,,2018,258.2 days,0.0
4023,Teegarden's Star b,12,1.05 Earths,15.08,2019,4.9 days,0.0
4024,Teegarden's Star c,12,1.11 Earths,15.08,2019,11.4 days,0.0
4025,TOI-1130 b,190,12.9 Earths,11.368,2020,4.1 days,0.22
4026,TOI-1130 c,190,0.974 Jupiters,11.368,2020,8.4 days,0.05
4027,TOI-1235 b,129,6.91 Earths,11.495,2020,3.4 days,< 0.15
4028,TOI-125 b,363,9.5 Earths,10.892,2019,4.7 days,0.19
4029,TOI-125 c,363,6.63 Earths,10.892,2019,9.2 days,0.07
4030,TOI-125 d,363,13.6 Earths,10.892,2020,20 days,0.17
4031,TOI-132 b,537,22.4 Earths,11.321,2020,2.1 days,0.06
4032,TOI-1338 b,1317,33 Earths,11.72,2020,95.2 days,0.09
4033,TOI-150.01,1096,2.51 Jupiters,11.341,2019,5.9 days,0.26
4034,TOI-157 b,1181,1.18 Jupiters,12.73,2020,2.1 days,0.0
4035,TOI-163 b,1359,1.22 Jupiters,11.219,2019,4.2 days,0.0
4036,TOI-169 b,1346,0.791 Jupiters,12.36,2020,2.3 days,0.0
4037,TOI-1728 b,198,26.78 Earths,12.4,2020,3.5 days,0.06
4038,TOI-172 b,1098,5.42 Jupiters,11.193,2019,9.5 days,0.38
4039,TOI-1899 b,419,0.66 Jupiters,13.555,2020,29 days,0.12
4040,TOI-216.01,583,0.62927 Jupiters,12.324,2019,34.6 days,0.03
4041,TOI-216.02,583,30 Earths,12.324,2019,17.1 days,0.13
4042,TOI-270 b,73,2.09 Earths,12.62,2019,3.4 days,0.0
4043,TOI-270 c,73,6.44 Earths,12.62,2019,5.7 days,0.0
4044,TOI-270 d,73,5.18 Earths,12.62,2019,11.4 days,0.0
4045,TOI-677 b,464,1.236 Jupiters,9.8,2020,11.2 days,0.44
4046,TOI-700 b,101,1.11 Earths,13.072,2020,10 days,0.08
4047,TOI-700 c,101,7.51 Earths,13.072,2020,16.1 days,0.08
4048,TOI-700 d,101,1.57 Earths,13.072,2020,37.4 days,0.11
4049,TOI-763 b,311,9.79 Earths,10.156,2020,5.6 days,0.04
4050,TOI-763 c,311,9.32 Earths,10.156,2020,12.3 days,0.04
4051,TOI-813 b,865,36.4 Earths,10.322,2020,83.9 days,0.0
4052,TOI-824 b,208,18.467 Earths,11.153,2020,1.4 days,0.0
4053,TOI-849 b,734,39.09 Earths,11.98,2020,0.8 days,0.0
4054,TRAPPIST-1 b,41,0.85 Earths,18.8,2016,1.5 days,< 0.081
4055,TRAPPIST-1 c,41,1.38 Earths,18.8,2016,2.4 days,< 0.083
4056,TRAPPIST-1 d,41,0.41 Earths,18.8,2016,4 days,< 0.07
4057,TRAPPIST-1 e,41,0.62 Earths,18.8,2017,6.1 days,< 0.085
4058,TRAPPIST-1 f,41,0.68 Earths,18.8,2017,9.2 days,< 0.063
4059,TRAPPIST-1 g,41,1.34 Earths,18.8,2017,12.4 days,< 0.061
4060,TRAPPIST-1 h,41,0.331 Earths,18.8,2017,18.8 days,0.01
4061,TrES-1 b,523,0.84 Jupiters,11.76,2004,3 days,0.0
4062,TrES-2 b,707,1.49 Jupiters,11.411,2006,2.5 days,0.0
4063,TrES-3 b,744,1.91 Jupiters,12.402,2007,1.3 days,0.0
4064,TrES-4 b,1708,0.78 Jupiters,11.592,2007,3.6 days,0.0
4065,TrES-5 b,1188,1.79 Jupiters,13.718,2011,1.5 days,< 0.03
4066,TYC 1422-614-1 b,2476,2.5 Jupiters,10.21,2014,198.4 days,0.06
4067,TYC 1422-614-1 c,2476,10 Jupiters,10.21,2014,1.5 years,0.05
4068,TYC 3318-01333-1 b,1623,3.42 Jupiters,9.463,2018,1.5 years,0.1
4069,TYC 3667-1280-1 b,1569,5.4 Jupiters,9.86,2016,26.5 days,0.04
4070,TYC 4282-00605-1 b,2283,10.78 Jupiters,10.58,2017,101.5 days,0.28
4071,TYC 8998-760-1 b,309,14 Jupiters,11.13,2020,2063.1 years,0.0
4072,TYC 8998-760-1 c,309,6 Jupiters,11.13,2020,5727.6 years,0.0
4073,UKIRT-2017-BLG-001L b,20551,1.28 Jupiters,,2018,9.5 years,0.0
4074,Upsilon Andromedae b,44,0.6876 Jupiters,4.1,1996,4.6 days,0.02
4075,Upsilon Andromedae c,44,1.981 Jupiters,4.1,1999,241.3 days,0.26
4076,Upsilon Andromedae d,44,4.132 Jupiters,4.1,1999,3.5 years,0.3
4077,USco1556 b,460,15 Jupiters,15.361,2019,360656.2 years,0.0
4078,USco1621 b,450,16 Jupiters,14.177,2019,257742.3 years,0.0
4079,USco CTIO 108 b,471,14 Jupiters,17.423,2008,70841 years,0.0
4080,UZ Fornacis b,782,6.3 Jupiters,16.694,2011,16 years,0.04
4081,UZ Fornacis c,782,7.7 Jupiters,16.694,2011,5.3 years,0.05
4082,V0391 Pegasi b,4567,3.2 Jupiters,14.57,2007,3.2 years,0.0
4083,V1298 Tauri b,354,0.236 Jupiters,10.116,2019,24.1 days,< 0.29
4084,V1298 Tauri c,354,26.7 Earths,10.116,2019,8.2 days,< 0.43
4085,V1298 Tauri d,354,33.6 Earths,10.116,2019,12.4 days,< 0.21
4086,V1298 Tauri e,354,0.179 Jupiters,10.116,2019,60 days,< 0.57
4087,V830 Tauri b,489,0.7 Jupiters,12.377,2016,4.9 days,0.0
4088,VHS J125601.92-125723.9 b,41,11.2 Jupiters,17.759,2015,3895.8 years,0.0
4089,WASP-100 b,1201,1.26 Jupiters,10.615,2014,2.8 days,0.0
4090,WASP-101 b,660,0.51 Jupiters,10.138,2014,3.6 days,0.0
4091,WASP-103 b,1533,1.49 Jupiters,12.1,2014,0.9 days,< 0.15
4092,WASP-104 b,466,1.272 Jupiters,11.12,2014,1.8 days,0.0
4093,WASP-105 b,824,1.8 Jupiters,12.1,2017,7.9 days,0.0
4094,WASP-106 b,1160,1.62 Jupiters,11.21,2014,9.3 days,0.0
4095,WASP-107 b,212,38.1396 Earths,11.471,2017,5.7 days,0.0
4096,WASP-10 b,462,3.15 Jupiters,12.7,2008,3.1 days,0.05
4097,WASP-113 b,1174,0.475 Jupiters,11.771,2016,4.5 days,0.0
4098,WASP-114 b,1501,1.769 Jupiters,12.743,2016,1.5 days,0.01
4099,WASP-117 b,518,0.3 Jupiters,10.15,2014,10 days,0.3
4100,WASP-118 b,1241,0.514 Jupiters,11.02,2016,4 days,0.0
4101,WASP-119 b,1086,1.23 Jupiters,12.2,2016,2.5 days,< 0.058
4102,WASP-11 b,408,0.79 Jupiters,11.6,2008,3.7 days,0.0
4103,WASP-120 b,1425,4.85 Jupiters,11,2016,3.6 days,0.06
4104,WASP-121 b,881,1.183 Jupiters,10.44,2016,1.3 days,0.0
4105,WASP-123 b,698,0.899 Jupiters,11.1,2016,3 days,0.0
4106,WASP-124 b,1412,0.6 Jupiters,12.7,2016,3.4 days,< 0.017
4107,WASP-126 b,763,0.28411 Jupiters,10.8,2016,3.3 days,< 0.18
